ID;AREA;Zona;Com;Comuna;PERIMETER
736;8657450,355;736;13301;Colina;14072,74833
741;30298069,03;741;13301;Colina;28617,24105
748;5157985,46;748;13302;Lampa;13012,57377
739;8171983,067;739;13301;Colina;11793,64285
733;4269031,921;733;13301;Colina;11235,89155
734;9566842,494;734;13301;Colina;14391,24073
732;3012779,292;732;13301;Colina;7664,847489
328;109453668,5;328;13115;Lo Barnechea;49638,28226
329;6427598,904;329;13115;Lo Barnechea;11964,48837
330;2046653,762;330;13115;Lo Barnechea;6230,685409
301;2143101,786;301;13114;Las Condes;8533,113517
311;3550541,573;311;13114;Las Condes;9629,677818
318;2846149,998;318;13114;Las Condes;9739,619046
