,Unnamed: 0.1,Unnamed: 0,Frame,id,xmin,xmax,ymin,ymax,Predictions kNN=16,Predictions RF,Predictions SVM
0,0,0,1,8a6a1ca1-0334-42e0-a8da-e8885b227edd,1403,1499,610,796,1,1,1
1,1,1,1,8a6a1ca1-0334-42e0-a8da-e8885b227edd,1380,1395,629,644,1,1,1
2,2,2,1,16efc76c-fdcc-4050-837d-797e94083959,929,956,385,412,0,0,0
3,3,3,2,8a6a1ca1-0334-42e0-a8da-e8885b227edd,1416,1503,606,783,1,1,1
4,4,4,2,8a6a1ca1-0334-42e0-a8da-e8885b227edd,1383,1404,622,640,1,1,1
5,5,5,2,8a6a1ca1-0334-42e0-a8da-e8885b227edd,933,966,376,409,0,0,0
6,6,6,3,8a6a1ca1-0334-42e0-a8da-e8885b227edd,-38,100,891,1023,1,1,0
7,7,7,3,8a6a1ca1-0334-42e0-a8da-e8885b227edd,-12,24,920,947,1,1,0
8,8,8,3,8a6a1ca1-0334-42e0-a8da-e8885b227edd,1471,1576,540,735,1,1,1
9,9,9,3,8a6a1ca1-0334-42e0-a8da-e8885b227edd,1446,1482,550,586,1,1,1
10,10,10,3,8a6a1ca1-0334-42e0-a8da-e8885b227edd,1003,1042,311,347,0,0,0
11,11,11,4,8a6a1ca1-0334-42e0-a8da-e8885b227edd,1765,1813,913,937,1,1,1
12,12,12,4,8a6a1ca1-0334-42e0-a8da-e8885b227edd,1773,1800,893,923,1,1,1
13,13,13,4,8a6a1ca1-0334-42e0-a8da-e8885b227edd,123,153,882,921,1,1,1
14,14,14,4,8a6a1ca1-0334-42e0-a8da-e8885b227edd,35,185,811,958,1,1,1
15,15,15,4,8a6a1ca1-0334-42e0-a8da-e8885b227edd,59,113,832,892,1,1,1
16,16,16,4,68dadc29-62c0-43b5-8b0c-56c8aa0a725a,-1,29,665,692,1,1,0
17,17,17,4,8a6a1ca1-0334-42e0-a8da-e8885b227edd,1522,1633,491,686,1,1,1
18,18,18,4,8a6a1ca1-0334-42e0-a8da-e8885b227edd,1007,1052,301,343,1,1,0
19,19,19,4,8a6a1ca1-0334-42e0-a8da-e8885b227edd,378,381,313,316,1,1,1
20,20,20,4,8a6a1ca1-0334-42e0-a8da-e8885b227edd,1490,1520,120,147,1,1,1
21,21,21,5,8a6a1ca1-0334-42e0-a8da-e8885b227edd,46,181,816,948,1,1,1
22,22,22,5,8a6a1ca1-0334-42e0-a8da-e8885b227edd,76,97,852,873,1,1,1
23,23,23,5,323c27eb-2dfb-4feb-a301-ae3edaadf6c6,4,25,668,689,1,1,1
24,24,24,5,323c27eb-2dfb-4feb-a301-ae3edaadf6c6,1531,1630,492,681,1,1,1
25,25,25,5,73ccbb59-f276-4f08-8de8-6a966629ed76,1498,1543,497,539,1,1,1
26,26,26,5,39d64feb-a5a3-4fc1-8ab5-7e1e5a398576,1059,1095,261,300,0,0,0
27,27,27,5,1094d4e3-337a-4b71-a589-ba8eef060d36,1566,1569,76,79,1,1,1
28,28,28,6,332e6592-c26c-4abf-81f4-a52eadcfe222,132,267,741,873,1,1,1
29,29,29,6,10b7aa23-b903-447a-a7f4-c6f987354a87,163,187,774,795,1,1,1
30,30,30,6,a9482721-d3a7-43c3-9306-381d54863cf5,81,105,600,624,1,1,0
31,31,31,6,746ec795-a6c4-4a55-9c41-c880c5bc58f3,1607,1709,421,616,1,1,1
32,32,32,6,8d7d0233-b970-412f-8936-944259da39fb,1582,1621,429,462,1,1,1
33,33,33,6,c1e80261-71a8-4685-a961-40007c3e6153,1138,1165,202,229,0,0,0
34,34,34,7,10b7aa23-b903-447a-a7f4-c6f987354a87,142,277,733,865,1,1,1
35,35,35,7,10b7aa23-b903-447a-a7f4-c6f987354a87,171,195,766,790,1,1,1
36,36,36,7,10b7aa23-b903-447a-a7f4-c6f987354a87,87,111,596,620,1,1,1
37,37,37,7,a9482721-d3a7-43c3-9306-381d54863cf5,1611,1713,419,611,1,1,1
38,38,38,7,746ec795-a6c4-4a55-9c41-c880c5bc58f3,1588,1621,428,458,1,1,1
39,39,39,7,8d7d0233-b970-412f-8936-944259da39fb,1136,1175,194,230,0,0,0
40,40,40,7,c1e80261-71a8-4685-a961-40007c3e6153,1636,1642,11,17,1,1,1
41,41,41,8,10b7aa23-b903-447a-a7f4-c6f987354a87,218,350,669,798,1,1,0
42,42,42,8,10b7aa23-b903-447a-a7f4-c6f987354a87,252,267,703,718,1,1,1
43,43,43,8,10b7aa23-b903-447a-a7f4-c6f987354a87,154,172,543,564,1,1,1
44,44,44,8,8d7d0233-b970-412f-8936-944259da39fb,1674,1782,357,558,1,1,1
45,45,45,8,8d7d0233-b970-412f-8936-944259da39fb,1660,1696,361,397,1,1,1
46,46,46,8,8d7d0233-b970-412f-8936-944259da39fb,1216,1252,125,161,0,0,0
47,47,47,9,d9c8d30f-6601-4f91-9e5c-c0def44cc412,1471,1507,938,971,1,1,1
48,48,48,9,4d21ec66-4912-43bc-ba49-a2732460beb1,379,436,621,705,1,1,1
49,49,49,9,d882b5cd-4114-482a-96e5-c86d879c8d81,306,456,572,722,1,1,1
50,50,50,9,d882b5cd-4114-482a-96e5-c86d879c8d81,319,394,588,666,1,1,1
51,51,51,9,d882b5cd-4114-482a-96e5-c86d879c8d81,226,253,473,497,1,1,1
52,52,52,9,d882b5cd-4114-482a-96e5-c86d879c8d81,1719,1851,302,512,1,1,1
53,53,53,9,d882b5cd-4114-482a-96e5-c86d879c8d81,87,147,170,218,1,1,1
54,54,54,9,d882b5cd-4114-482a-96e5-c86d879c8d81,490,565,151,217,1,1,1
55,55,55,9,d882b5cd-4114-482a-96e5-c86d879c8d81,1217,1265,110,158,1,1,1
56,56,56,10,d882b5cd-4114-482a-96e5-c86d879c8d81,316,448,579,711,1,1,1
57,57,57,10,d882b5cd-4114-482a-96e5-c86d879c8d81,352,361,617,629,1,1,1
58,58,58,10,d882b5cd-4114-482a-96e5-c86d879c8d81,231,252,474,495,1,1,1
59,59,59,10,c727740f-6119-4e84-a80a-8bdc68ee97a2,1749,1854,299,488,1,1,1
60,60,60,10,d90f2d26-71e3-415b-ae66-a1af29d369ec,1731,1767,298,334,1,1,1
61,61,61,10,4ab3600b-f5b8-45c6-a2b2-c85b1586d9dd,1282,1318,63,99,0,0,0
62,62,62,11,4e0b5b06-6d14-4e6e-b9ba-3fd570406272,1522,1543,1040,1061,1,1,1
63,63,63,11,f15884de-086d-4629-b07b-20641daff86e,40,46,837,846,1,1,1
64,64,64,11,f69e6d97-bfa6-472a-8866-60a29fa02ed6,416,551,489,618,1,1,1
65,65,65,11,9974ec37-3782-4a68-bde4-3189e51811f2,447,468,521,545,1,1,1
66,66,66,11,a021b590-1035-4391-ae2d-ba5682c73d34,317,338,399,423,1,1,1
67,67,67,11,52e84dd4-70bf-4f87-a656-6d111ada0234,1833,1935,227,416,1,1,1
68,68,68,11,56b5eba2-98ba-4dd1-9f9a-9835195b70a0,1817,1853,225,258,1,1,1
69,69,69,11,204dacd3-4267-4667-8751-ce28eed6bf52,1361,1397,-7,32,1,1,0
70,70,70,12,56b5eba2-98ba-4dd1-9f9a-9835195b70a0,1844,1934,225,408,1,1,1
71,71,71,12,56b5eba2-98ba-4dd1-9f9a-9835195b70a0,1829,1850,227,245,1,1,1
72,72,72,12,56b5eba2-98ba-4dd1-9f9a-9835195b70a0,1371,1404,-9,18,1,1,0
73,73,73,90,56b5eba2-98ba-4dd1-9f9a-9835195b70a0,-49,98,858,1026,1,1,0
74,74,74,90,56b5eba2-98ba-4dd1-9f9a-9835195b70a0,-64,128,841,1057,1,1,0
75,75,75,90,56b5eba2-98ba-4dd1-9f9a-9835195b70a0,-22,44,893,917,1,1,0
76,76,76,90,204dacd3-4267-4667-8751-ce28eed6bf52,596,659,681,738,1,1,1
77,77,77,90,191ff1a7-1f98-4d30-a172-e123490878ab,1264,1288,566,587,1,1,1
78,78,78,90,15df6745-ef40-46c9-9b40-9d9dd9a648b8,608,638,430,451,1,1,1
79,79,79,90,15df6745-ef40-46c9-9b40-9d9dd9a648b8,610,619,420,435,1,1,1
80,80,80,90,c2104802-2556-4413-8f1d-7f9a5c7324e8,616,649,410,443,1,1,1
81,81,81,90,c2104802-2556-4413-8f1d-7f9a5c7324e8,131,152,280,298,1,1,1
82,82,82,90,c2104802-2556-4413-8f1d-7f9a5c7324e8,1650,1674,215,248,1,1,1
83,83,83,91,15df6745-ef40-46c9-9b40-9d9dd9a648b8,-45,90,858,1032,1,1,0
84,84,84,91,15df6745-ef40-46c9-9b40-9d9dd9a648b8,-60,120,812,1079,1,1,0
85,85,85,91,15df6745-ef40-46c9-9b40-9d9dd9a648b8,634,706,639,702,1,1,1
86,86,86,91,15df6745-ef40-46c9-9b40-9d9dd9a648b8,58,79,576,594,1,1,1
87,87,87,91,15df6745-ef40-46c9-9b40-9d9dd9a648b8,1306,1351,504,555,1,1,1
88,88,88,91,15df6745-ef40-46c9-9b40-9d9dd9a648b8,695,719,353,377,1,1,1
89,89,89,91,15df6745-ef40-46c9-9b40-9d9dd9a648b8,699,735,334,370,1,1,1
90,90,90,91,15df6745-ef40-46c9-9b40-9d9dd9a648b8,692,707,338,362,1,1,1
91,91,91,91,15df6745-ef40-46c9-9b40-9d9dd9a648b8,210,234,206,230,1,1,1
92,92,92,91,15df6745-ef40-46c9-9b40-9d9dd9a648b8,1731,1755,142,178,1,1,1
93,93,93,92,15df6745-ef40-46c9-9b40-9d9dd9a648b8,-80,193,778,1042,1,1,0
94,94,94,92,15df6745-ef40-46c9-9b40-9d9dd9a648b8,707,773,579,636,1,1,1
95,95,95,92,15df6745-ef40-46c9-9b40-9d9dd9a648b8,127,148,515,533,1,1,1
96,96,96,92,15df6745-ef40-46c9-9b40-9d9dd9a648b8,1365,1410,457,493,1,1,1
97,97,97,92,15df6745-ef40-46c9-9b40-9d9dd9a648b8,737,788,268,343,1,1,1
98,98,98,92,8f077c6e-254d-4dbc-a833-6fd8948d533d,754,796,278,320,1,1,1
99,99,99,92,72af6d2e-6aa6-4ef6-a042-5fb6e712b757,262,283,163,184,1,1,1
100,100,100,92,72af6d2e-6aa6-4ef6-a042-5fb6e712b757,1785,1806,101,131,1,1,1
101,101,101,93,72af6d2e-6aa6-4ef6-a042-5fb6e712b757,-77,196,778,1036,1,1,0
102,102,102,93,a16364cd-1068-4a59-bff8-e5e40a2b74a1,708,783,570,633,1,1,1
103,103,103,93,89f73406-8429-4e21-8f67-11568050d6a1,132,159,504,528,1,1,1
104,104,104,93,311f7934-b22e-4368-b360-d243179e4c96,1368,1422,440,500,1,1,1
105,105,105,93,72af6d2e-6aa6-4ef6-a042-5fb6e712b757,745,829,244,331,1,1,1
106,106,106,93,72af6d2e-6aa6-4ef6-a042-5fb6e712b757,277,304,143,170,1,1,1
107,107,107,93,72af6d2e-6aa6-4ef6-a042-5fb6e712b757,1798,1825,81,120,1,1,1
108,108,108,94,72af6d2e-6aa6-4ef6-a042-5fb6e712b757,-3,267,711,978,1,1,0
109,109,109,94,72af6d2e-6aa6-4ef6-a042-5fb6e712b757,799,859,503,554,1,1,1
110,110,110,94,72af6d2e-6aa6-4ef6-a042-5fb6e712b757,1443,1488,388,427,1,1,1
111,111,111,94,88662ba7-581f-47d2-bbd9-147d0023dfcd,845,887,186,246,1,1,1
112,112,112,94,b4dbea0f-8175-405e-8dcf-f424f32a2998,856,898,187,229,1,1,1
113,113,113,94,b4dbea0f-8175-405e-8dcf-f424f32a2998,350,371,82,103,1,1,1
114,114,114,94,b4dbea0f-8175-405e-8dcf-f424f32a2998,1869,1896,18,54,1,1,1
115,115,115,95,d70bc47e-fead-4a6b-9a4d-6697f84b3fc4,-2,268,709,979,1,1,0
116,116,116,95,d70bc47e-fead-4a6b-9a4d-6697f84b3fc4,852,921,447,507,1,1,1
117,117,117,95,b4dbea0f-8175-405e-8dcf-f424f32a2998,277,307,376,400,1,1,1
118,118,118,95,83e76421-0649-48d0-a37c-8392a1cd34a9,1502,1553,331,379,1,1,1
119,119,119,95,c597b9d1-027c-4ff3-ba66-ba05101b3e92,922,970,105,177,1,1,1
120,120,120,95,5f863aba-d979-4633-bd00-e4e6d27987ce,939,978,114,156,1,1,1
121,121,121,95,5f863aba-d979-4633-bd00-e4e6d27987ce,421,439,21,42,1,1,1
122,122,122,96,5f863aba-d979-4633-bd00-e4e6d27987ce,26,59,946,988,1,1,1
123,123,123,96,5f863aba-d979-4633-bd00-e4e6d27987ce,33,303,682,946,1,1,1
124,124,124,96,5f863aba-d979-4633-bd00-e4e6d27987ce,904,970,404,458,1,1,1
125,125,125,96,5f863aba-d979-4633-bd00-e4e6d27987ce,333,351,335,350,1,1,1
126,126,126,96,57c80365-856b-432e-8c53-69c36022ee6e,1545,1596,290,341,1,1,1
127,127,127,96,427218c0-161c-4c5e-8dc2-50a24b55bed7,977,1022,61,130,1,1,1
128,128,128,96,87f56dcd-f1b9-44e4-8068-c459f40590a8,993,1032,68,107,1,1,1
129,129,129,97,87f56dcd-f1b9-44e4-8068-c459f40590a8,76,103,904,946,1,1,1
130,130,130,97,96a6dbf1-b998-456a-9cf4-917a85cd8b52,55,328,661,928,1,1,1
131,131,131,97,96a6dbf1-b998-456a-9cf4-917a85cd8b52,967,1039,339,405,1,1,1
132,132,132,97,87f56dcd-f1b9-44e4-8068-c459f40590a8,399,426,268,289,1,1,1
133,133,133,97,87f56dcd-f1b9-44e4-8068-c459f40590a8,1608,1662,231,285,1,1,1
134,134,134,97,4778e14b-3906-4caa-a0fd-858fb3ad456a,1067,1103,6,42,1,1,1
135,135,135,97,b5aa3336-d8bd-411f-9a35-408e2568ca4a,1075,1081,7,13,1,1,1
136,136,136,97,b5aa3336-d8bd-411f-9a35-408e2568ca4a,1077,1113,-7,32,1,1,0
137,137,137,98,b5aa3336-d8bd-411f-9a35-408e2568ca4a,148,175,840,879,1,1,1
138,138,138,98,96a6dbf1-b998-456a-9cf4-917a85cd8b52,94,364,630,891,1,1,1
139,139,139,98,b5aa3336-d8bd-411f-9a35-408e2568ca4a,1018,1084,299,362,1,1,1
140,140,140,98,b5aa3336-d8bd-411f-9a35-408e2568ca4a,465,468,231,234,1,1,1
141,141,141,98,b5aa3336-d8bd-411f-9a35-408e2568ca4a,1667,1688,203,221,1,1,1
142,142,142,99,320fc201-0dd5-4f27-9d05-8ebaba00ec7c,152,182,835,877,1,1,1
143,143,143,99,320fc201-0dd5-4f27-9d05-8ebaba00ec7c,97,367,628,889,1,1,1
144,144,144,99,320fc201-0dd5-4f27-9d05-8ebaba00ec7c,1034,1103,285,345,1,1,1
145,145,145,99,320fc201-0dd5-4f27-9d05-8ebaba00ec7c,467,497,208,229,1,1,1
146,146,146,99,03c2cfb5-42ed-4712-9f3f-dd271c84a98a,1678,1708,202,220,1,1,1
147,147,147,99,03c2cfb5-42ed-4712-9f3f-dd271c84a98a,1676,1715,184,217,1,1,1
148,148,148,100,cbddb9f9-b878-4670-af64-d1db9e8c191b,1054,1120,965,1034,1,1,1
149,149,149,100,cbddb9f9-b878-4670-af64-d1db9e8c191b,241,262,934,958,1,1,1
150,150,150,100,cbddb9f9-b878-4670-af64-d1db9e8c191b,248,365,685,787,1,1,1
151,151,151,100,cbddb9f9-b878-4670-af64-d1db9e8c191b,194,371,637,793,0,1,0
152,152,152,100,cbddb9f9-b878-4670-af64-d1db9e8c191b,187,340,639,744,1,1,1
153,153,153,100,cbddb9f9-b878-4670-af64-d1db9e8c191b,1092,1167,226,295,1,1,1
154,154,154,100,cbddb9f9-b878-4670-af64-d1db9e8c191b,528,561,152,176,1,1,1
155,155,155,100,cbddb9f9-b878-4670-af64-d1db9e8c191b,1721,1781,126,183,1,1,1
156,156,156,101,30abb0a9-e39c-4f49-9f0b-63f4b26ff8e5,1054,1111,973,1033,1,1,1
157,157,157,101,30abb0a9-e39c-4f49-9f0b-63f4b26ff8e5,240,255,942,957,1,1,1
158,158,158,101,30abb0a9-e39c-4f49-9f0b-63f4b26ff8e5,268,295,742,769,1,1,1
159,159,159,101,30abb0a9-e39c-4f49-9f0b-63f4b26ff8e5,205,376,623,791,0,1,0
160,160,160,101,30abb0a9-e39c-4f49-9f0b-63f4b26ff8e5,157,424,575,839,1,1,1
161,161,161,101,30abb0a9-e39c-4f49-9f0b-63f4b26ff8e5,1152,1218,182,242,1,1,1
162,162,162,101,30abb0a9-e39c-4f49-9f0b-63f4b26ff8e5,591,612,104,122,1,1,1
163,163,163,101,30abb0a9-e39c-4f49-9f0b-63f4b26ff8e5,1779,1827,85,133,1,1,1
164,164,164,102,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,1123,1180,910,970,1,1,1
165,165,165,102,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,313,328,875,896,1,1,1
166,166,166,102,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,197,464,540,801,1,1,1
167,167,167,102,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,1167,1224,176,230,1,1,1
168,168,168,102,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,1810,1813,100,103,1,1,1
169,169,169,103,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,1170,1233,865,928,1,1,1
170,170,170,103,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,363,378,832,850,1,1,1
171,171,171,103,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,406,433,615,645,1,1,1
172,172,172,103,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,226,496,512,779,1,1,1
173,173,173,103,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,1277,1337,75,132,1,1,1
174,174,174,104,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,1190,1250,848,914,1,1,1
175,175,175,104,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,376,403,812,839,1,1,1
176,176,176,104,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,414,447,600,639,1,1,1
177,177,177,104,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,230,503,505,775,1,1,1
178,178,178,104,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,1268,1334,78,141,1,1,1
179,179,179,104,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,1882,1927,-12,42,1,1,0
180,180,180,104,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,704,731,-1,20,1,1,0
181,181,181,105,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,1257,1311,795,852,1,1,1
182,182,182,105,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,444,456,763,775,1,1,1
183,183,183,105,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,261,528,484,745,1,1,1
184,184,184,105,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,471,498,554,590,1,1,1
185,185,185,105,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,1346,1409,12,72,1,1,1
186,186,186,106,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,1324,1381,733,790,1,1,1
187,187,187,106,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,511,529,694,715,1,1,1
188,188,188,106,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,295,568,449,713,1,1,1
189,189,189,106,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,544,574,485,524,1,1,1
190,190,190,106,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,1358,1418,3,63,1,1,1
191,191,191,107,4cf4f7cc-a470-48b3-b311-f7f64f7de9b5,1329,1386,728,788,1,1,1
192,192,192,107,08840ed3-deac-43af-9d2f-8dc970fc1eea,513,531,693,711,1,1,1
193,193,193,107,08840ed3-deac-43af-9d2f-8dc970fc1eea,297,567,452,710,1,1,1
194,194,194,107,ab657ba7-59cc-49e3-8606-8035e36ac76e,542,572,488,524,1,1,1
195,195,195,107,0e581271-95f6-4f01-8a10-0b2d620f5204,1396,1450,-9,18,1,1,0
196,196,196,108,ab657ba7-59cc-49e3-8606-8035e36ac76e,1344,1389,728,773,1,1,1
197,197,197,108,ab657ba7-59cc-49e3-8606-8035e36ac76e,299,569,451,709,1,1,1
198,198,198,108,ab657ba7-59cc-49e3-8606-8035e36ac76e,545,578,483,522,1,1,1
199,199,199,109,ab657ba7-59cc-49e3-8606-8035e36ac76e,1395,1452,669,729,1,1,1
200,200,200,109,ab657ba7-59cc-49e3-8606-8035e36ac76e,579,600,632,653,1,1,1
201,201,201,109,ab657ba7-59cc-49e3-8606-8035e36ac76e,333,600,417,684,1,1,1
202,202,202,109,db74e353-c4f8-48d9-92d8-8f930037c25c,612,645,422,461,1,1,1
203,203,203,110,db74e353-c4f8-48d9-92d8-8f930037c25c,1461,1515,615,672,1,1,1
204,204,204,110,db74e353-c4f8-48d9-92d8-8f930037c25c,645,657,581,593,1,1,1
205,205,205,110,57c31bb1-bf9f-4fb4-96ca-f415b348f223,368,632,391,652,1,1,1
206,206,206,110,57c31bb1-bf9f-4fb4-96ca-f415b348f223,679,706,368,404,1,1,1
207,207,207,111,57c31bb1-bf9f-4fb4-96ca-f415b348f223,1661,1682,1019,1043,1,1,1
208,208,208,111,57c31bb1-bf9f-4fb4-96ca-f415b348f223,1437,1443,1023,1032,1,1,1
209,209,209,111,57c31bb1-bf9f-4fb4-96ca-f415b348f223,1421,1445,1004,1040,1,1,1
210,210,210,111,57c31bb1-bf9f-4fb4-96ca-f415b348f223,1515,1569,564,627,1,1,1
211,211,211,111,57c31bb1-bf9f-4fb4-96ca-f415b348f223,692,719,530,548,1,1,1
212,212,212,111,57c31bb1-bf9f-4fb4-96ca-f415b348f223,391,661,365,629,1,1,1
213,213,213,111,57c31bb1-bf9f-4fb4-96ca-f415b348f223,730,760,319,358,1,1,1
214,214,214,112,57c31bb1-bf9f-4fb4-96ca-f415b348f223,1769,1787,1061,1076,1,1,1
215,215,215,112,57c31bb1-bf9f-4fb4-96ca-f415b348f223,1478,1502,966,981,1,1,1
216,216,216,112,57c31bb1-bf9f-4fb4-96ca-f415b348f223,1733,1745,960,975,1,1,1
217,217,217,112,57c31bb1-bf9f-4fb4-96ca-f415b348f223,1531,1573,561,615,1,1,1
218,218,218,112,57c31bb1-bf9f-4fb4-96ca-f415b348f223,394,664,366,624,1,1,1
219,219,219,112,57c31bb1-bf9f-4fb4-96ca-f415b348f223,731,761,316,358,1,1,1
220,220,220,113,57c31bb1-bf9f-4fb4-96ca-f415b348f223,1770,1782,1064,1076,1,1,1
221,221,221,113,57c31bb1-bf9f-4fb4-96ca-f415b348f223,1728,1740,964,976,1,1,1
222,222,222,113,57c31bb1-bf9f-4fb4-96ca-f415b348f223,1560,1614,524,590,1,1,1
223,223,223,113,57c31bb1-bf9f-4fb4-96ca-f415b348f223,741,759,493,505,1,1,1
224,224,224,113,57c31bb1-bf9f-4fb4-96ca-f415b348f223,414,681,343,613,1,1,1
225,225,225,113,57c31bb1-bf9f-4fb4-96ca-f415b348f223,780,816,269,311,1,1,1
226,226,226,113,57c31bb1-bf9f-4fb4-96ca-f415b348f223,-7,14,266,290,1,1,0
227,227,227,114,57c31bb1-bf9f-4fb4-96ca-f415b348f223,1791,1794,916,922,1,1,1
228,228,228,114,a56cd790-05e3-4c63-bbb3-b02aeabbccb6,1629,1677,468,528,1,1,1
229,229,229,114,2621d731-4daa-4d12-867a-8bcf4904ee0c,496,670,366,531,0,1,0
230,230,230,114,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,451,715,321,576,1,1,1
231,231,231,115,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,1873,1882,977,986,1,1,1
232,232,232,115,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,1683,1737,415,478,1,1,1
233,233,233,115,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,860,887,381,402,1,1,1
234,234,234,115,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,478,745,292,556,1,1,1
235,235,235,115,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,892,922,172,211,1,1,1
236,236,236,115,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,99,120,171,192,1,1,0
237,237,237,115,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,53,74,80,101,1,1,1
238,238,238,116,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,1885,1903,960,975,1,1,1
239,239,239,116,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,1846,1861,857,872,1,1,1
240,240,240,116,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,1685,1742,413,473,1,1,1
241,241,241,116,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,863,890,378,399,1,1,1
242,242,242,116,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,479,749,292,553,1,1,1
243,243,243,116,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,891,921,173,212,1,1,1
244,244,244,116,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,98,119,173,194,1,1,0
245,245,245,116,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,46,79,77,107,1,1,1
246,246,246,117,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,1735,1786,371,434,1,1,1
247,247,247,117,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,549,723,319,487,0,1,0
248,248,248,117,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,503,770,273,534,1,1,1
249,249,249,117,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,917,932,338,353,1,1,1
250,250,250,117,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,952,982,122,155,1,1,1
251,251,251,117,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,159,180,120,141,1,1,0
252,252,252,117,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,111,144,20,50,1,1,1
253,253,253,118,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,1907,1916,807,819,1,1,1
254,254,254,118,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,1753,1801,356,419,1,1,1
255,255,255,118,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,558,732,312,480,0,1,0
256,256,256,118,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,513,777,265,526,1,1,1
257,257,257,118,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,931,949,323,341,1,1,1
258,258,258,118,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,959,989,112,151,1,1,1
259,259,259,118,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,168,189,115,136,0,1,0
260,260,260,118,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,117,144,17,47,1,1,1
261,261,261,119,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,585,759,287,455,0,1,0
262,262,262,119,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,1805,1856,311,368,1,1,1
263,263,263,119,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,539,806,240,501,1,1,1
264,264,264,119,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,980,1004,275,296,1,1,1
265,265,265,119,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,79,91,165,177,1,1,1
266,266,266,119,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,1014,1041,65,101,1,1,1
267,267,267,119,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,216,240,68,89,0,1,0
268,268,268,120,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,1689,1701,785,797,1,1,1
269,269,269,120,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,565,826,218,482,1,1,1
270,270,270,120,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,1854,1902,269,329,1,1,1
271,271,271,120,aa4e2acb-1c7c-4eab-a28a-d53d86a3b95d,1029,1050,232,253,1,1,1
