,Unnamed: 0.1,Unnamed: 0,Frame,id,xmin,xmax,ymin,ymax,Predictions kNN=16,Predictions RF,Predictions SVM
5142,5142,5142,8931,701cd7ad-92ad-4cf7-bb02-d948af7eff1e,1714,1765,249,300,1,1,1
5143,5143,5143,8931,be9c49d6-4144-4009-b1f7-bb189d2cc286,1804,1822,209,230,1,0,0
5144,5144,5144,8931,be9c49d6-4144-4009-b1f7-bb189d2cc286,1665,1872,155,329,0,0,0
5145,5145,5145,8931,be9c49d6-4144-4009-b1f7-bb189d2cc286,1790,1808,189,213,1,1,1
5146,5146,5146,8932,be9c49d6-4144-4009-b1f7-bb189d2cc286,1795,1831,201,240,1,1,1
5147,5147,5147,8932,be9c49d6-4144-4009-b1f7-bb189d2cc286,1802,1811,208,214,1,1,1
5148,5148,5148,8932,be9c49d6-4144-4009-b1f7-bb189d2cc286,1832,1841,192,198,1,1,1
5149,5149,5149,8932,0d40f0ac-67f6-4a33-938c-9119e27c5eba,1828,1837,187,196,1,1,1
5150,5150,5150,8932,0d40f0ac-67f6-4a33-938c-9119e27c5eba,1805,1868,138,165,1,1,1
5151,5151,5151,8932,0d40f0ac-67f6-4a33-938c-9119e27c5eba,1900,1912,131,143,1,1,1
5152,5152,5152,8932,0d40f0ac-67f6-4a33-938c-9119e27c5eba,1775,1955,79,238,1,1,1
5153,5153,5153,8933,0d40f0ac-67f6-4a33-938c-9119e27c5eba,1316,1346,1052,1079,1,1,1
5154,5154,5154,8933,27ae4250-dd61-42e8-beb7-de1927859f01,1269,1362,1005,1095,1,1,1
5155,5155,5155,8933,66665489-5bf8-464a-b31c-d70a1042c69b,268,316,812,866,1,1,1
5156,5156,5156,8933,9dd533e1-ff1c-4739-9ef6-f9202b0ef774,141,306,252,471,1,1,1
5157,5157,5157,8933,705a03c5-cbd0-418b-a993-aa6df82d3eb2,542,566,197,218,1,1,1
5158,5158,5158,8933,f412e401-8276-4278-a150-428297a16be6,1852,1858,184,187,1,1,1
5159,5159,5159,8933,f974c2f1-32b0-4e2a-b306-488c91b5b0f6,1663,1705,168,207,1,1,1
5160,5160,5160,8933,0caebe08-be36-443e-8b27-ec4f8b9d7ec4,1701,1743,156,219,1,1,1
5161,5161,5161,8933,637f8611-30af-4c00-b80c-9cb32a058658,1860,1872,130,166,1,1,1
5162,5162,5162,8933,e5d6b1de-285c-46e1-8be7-f993e6014753,1822,1969,84,225,1,1,1
5163,5163,5163,8933,e5d6b1de-285c-46e1-8be7-f993e6014753,1840,1930,91,151,1,1,1
5164,5164,5164,8933,e5d6b1de-285c-46e1-8be7-f993e6014753,1844,1958,-10,203,1,1,0
5165,5165,5165,9759,e5d6b1de-285c-46e1-8be7-f993e6014753,19,418,998,1121,1,1,1
5166,5166,5166,9759,e5d6b1de-285c-46e1-8be7-f993e6014753,1746,1767,932,950,1,1,1
5167,5167,5167,9759,e5d6b1de-285c-46e1-8be7-f993e6014753,1139,1148,381,393,1,1,1
5168,5168,5168,9759,e5d6b1de-285c-46e1-8be7-f993e6014753,872,920,315,366,0,0,0
5169,5169,5169,9760,e5d6b1de-285c-46e1-8be7-f993e6014753,33,450,942,1149,1,1,1
5170,5170,5170,9760,e5d6b1de-285c-46e1-8be7-f993e6014753,1766,1814,888,939,1,1,1
5171,5171,5171,9760,e5d6b1de-285c-46e1-8be7-f993e6014753,253,271,784,799,1,1,1
5172,5172,5172,9760,e5d6b1de-285c-46e1-8be7-f993e6014753,1225,1231,307,316,1,1,1
5173,5173,5173,9760,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,956,1001,243,291,0,0,0
5174,5174,5174,9761,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,137,554,834,1095,1,1,1
5175,5175,5175,9761,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,1843,1885,827,866,1,1,1
5176,5176,5176,9761,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,974,1022,226,277,1,1,1
5177,5177,5177,9762,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,252,663,727,1000,1,1,1
5178,5178,5178,9762,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,422,440,637,649,1,1,1
5179,5179,5179,9762,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,273,279,340,346,1,1,1
5180,5180,5180,9762,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,1088,1139,127,175,1,1,1
5181,5181,5181,9763,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,251,665,728,998,1,1,1
5182,5182,5182,9763,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,422,440,637,649,1,1,1
5183,5183,5183,9763,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,1389,1401,153,168,1,1,1
5184,5184,5184,9763,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,1121,1172,96,147,0,1,0
5185,5185,5185,9764,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,364,781,629,896,1,1,1
5186,5186,5186,9764,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,519,537,552,567,1,1,1
5187,5187,5187,9764,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,348,363,263,275,1,1,1
5188,5188,5188,9764,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,1209,1254,25,67,0,1,0
5189,5189,5189,9765,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,451,859,562,814,1,1,1
5190,5190,5190,9765,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,1227,1272,7,52,1,1,0
5191,5191,5191,9766,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,461,878,542,809,1,1,1
5192,5192,5192,9766,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,600,612,485,497,1,1,1
5193,5193,5193,9766,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,410,419,212,224,1,1,1
5194,5194,5194,9766,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,1563,1578,-5,10,1,1,0
5195,5195,5195,9767,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,473,890,536,791,1,1,1
5196,5196,5196,9767,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,606,621,478,493,1,1,1
5197,5197,5197,9767,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,414,417,212,218,1,1,1
5198,5198,5198,9767,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,1569,1578,-3,6,1,1,0
5199,5199,5199,9768,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,613,1018,420,669,1,1,1
5200,5200,5200,9769,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,661,1090,356,629,1,1,1
5201,5201,5201,9769,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,766,781,336,351,1,1,1
5202,5202,5202,9770,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,751,1159,295,547,1,1,1
5203,5203,5203,9771,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,780,1200,256,523,1,1,1
5204,5204,5204,9771,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,858,870,254,269,1,1,1
5205,5205,5205,9771,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,600,603,43,46,1,1,1
5206,5206,5206,9772,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,876,1299,165,441,1,1,1
5207,5207,5207,9773,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,1328,1364,1001,1025,1,1,1
5208,5208,5208,9773,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,910,1324,152,401,1,1,1
5209,5209,5209,9774,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,1425,1464,910,937,1,1,1
5210,5210,5210,9774,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,1058,1478,16,268,1,1,1
5211,5211,5211,9775,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,1110,1527,-38,232,1,1,0
5212,5212,5212,9775,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,1122,1134,19,28,1,1,1
5213,5213,5213,9776,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,1526,1562,819,849,1,1,1
5214,5214,5214,9776,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,1224,1623,-46,92,1,1,0
5215,5215,5215,11555,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,467,611,952,1069,1,1,1
5216,5216,5216,11555,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,852,963,455,560,1,1,1
5217,5217,5217,11555,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,1778,1802,-2,22,1,1,0
5218,5218,5218,11557,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,668,812,774,891,1,1,1
5219,5219,5219,11557,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,884,1004,418,532,1,1,1
5220,5220,5220,11558,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,677,827,763,880,1,1,1
5221,5221,5221,11558,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,890,1007,413,530,1,1,1
5222,5222,5222,11559,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,778,925,672,792,1,1,1
5223,5223,5223,11559,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,912,1026,393,510,1,1,1
5224,5224,5224,11560,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,890,1034,575,692,1,1,1
5225,5225,5225,11560,3f84a3a5-d8a6-4b17-ab06-abb4e90630f0,935,1052,371,491,1,1,1
5226,5226,5226,11561,297d84d6-48bc-4627-9ecf-127d0e0b9733,897,1044,567,684,1,1,1
5227,5227,5227,11561,297d84d6-48bc-4627-9ecf-127d0e0b9733,938,1052,370,490,1,1,1
5228,5228,5228,11562,297d84d6-48bc-4627-9ecf-127d0e0b9733,991,1135,486,603,1,1,1
5229,5229,5229,11562,297d84d6-48bc-4627-9ecf-127d0e0b9733,955,1069,349,484,1,1,1
5230,5230,5230,11563,297d84d6-48bc-4627-9ecf-127d0e0b9733,1079,1226,405,522,1,1,1
5231,5231,5231,11563,297d84d6-48bc-4627-9ecf-127d0e0b9733,973,1090,339,456,1,1,1
5232,5232,5232,11564,297d84d6-48bc-4627-9ecf-127d0e0b9733,1086,1233,398,515,1,1,1
5233,5233,5233,11564,297d84d6-48bc-4627-9ecf-127d0e0b9733,972,1095,336,456,1,1,1
5234,5234,5234,11565,297d84d6-48bc-4627-9ecf-127d0e0b9733,1170,1317,322,442,1,1,1
5235,5235,5235,11565,297d84d6-48bc-4627-9ecf-127d0e0b9733,991,1108,320,440,1,1,1
5236,5236,5236,11567,297d84d6-48bc-4627-9ecf-127d0e0b9733,19,58,832,874,1,1,1
5237,5237,5237,11567,297d84d6-48bc-4627-9ecf-127d0e0b9733,1004,1130,298,424,1,1,1
5238,5238,5238,11567,297d84d6-48bc-4627-9ecf-127d0e0b9733,1266,1413,234,360,1,1,1
5239,5239,5239,11568,297d84d6-48bc-4627-9ecf-127d0e0b9733,118,154,747,783,1,1,1
5240,5240,5240,11568,297d84d6-48bc-4627-9ecf-127d0e0b9733,1026,1146,286,403,1,1,1
5241,5241,5241,11568,297d84d6-48bc-4627-9ecf-127d0e0b9733,1367,1508,150,270,0,1,0
5242,5242,5242,11570,297d84d6-48bc-4627-9ecf-127d0e0b9733,227,242,669,684,1,1,1
5243,5243,5243,11570,297d84d6-48bc-4627-9ecf-127d0e0b9733,1050,1161,269,389,1,1,1
5244,5244,5244,11570,297d84d6-48bc-4627-9ecf-127d0e0b9733,1454,1595,71,191,1,1,1
5245,5245,5245,11571,297d84d6-48bc-4627-9ecf-127d0e0b9733,286,322,594,633,1,1,1
5246,5246,5246,11571,297d84d6-48bc-4627-9ecf-127d0e0b9733,1061,1181,259,370,1,1,1
5247,5247,5247,11571,297d84d6-48bc-4627-9ecf-127d0e0b9733,1539,1686,-9,114,1,1,0
5248,5248,5248,11590,297d84d6-48bc-4627-9ecf-127d0e0b9733,26,158,616,736,1,1,0
5249,5249,5249,11590,297d84d6-48bc-4627-9ecf-127d0e0b9733,1352,1478,-1,110,1,1,0
5250,5250,5250,11591,297d84d6-48bc-4627-9ecf-127d0e0b9733,35,164,628,718,0,1,0
5251,5251,5251,11591,297d84d6-48bc-4627-9ecf-127d0e0b9733,67,118,643,664,1,1,1
5252,5252,5252,11591,297d84d6-48bc-4627-9ecf-127d0e0b9733,1356,1476,-7,113,1,1,0
5253,5253,5253,11595,297d84d6-48bc-4627-9ecf-127d0e0b9733,362,479,348,429,0,1,0
5254,5254,5254,11598,297d84d6-48bc-4627-9ecf-127d0e0b9733,537,648,193,277,0,1,0
5255,5255,5255,11599,297d84d6-48bc-4627-9ecf-127d0e0b9733,542,656,187,271,0,1,0
5256,5256,5256,11600,297d84d6-48bc-4627-9ecf-127d0e0b9733,627,744,108,195,0,1,0
5257,5257,5257,11601,297d84d6-48bc-4627-9ecf-127d0e0b9733,911,953,1002,1050,0,1,0
5258,5258,5258,11601,053257d8-9ffc-4da7-ae5b-3a1ea3c3b51d,710,824,37,121,0,0,0
5259,5259,5259,11602,053257d8-9ffc-4da7-ae5b-3a1ea3c3b51d,946,964,995,1016,1,1,1
5260,5260,5260,11602,053257d8-9ffc-4da7-ae5b-3a1ea3c3b51d,713,833,33,117,0,0,0
5261,5261,5261,11837,19154f2c-2ba3-4058-8802-406666d2c1aa,808,811,1078,1081,1,1,1
5262,5262,5262,11837,19154f2c-2ba3-4058-8802-406666d2c1aa,648,651,1078,1081,1,1,1
5263,5263,5263,11837,19154f2c-2ba3-4058-8802-406666d2c1aa,641,644,1078,1081,1,1,1
5264,5264,5264,11837,19154f2c-2ba3-4058-8802-406666d2c1aa,572,578,1078,1081,1,1,1
5265,5265,5265,11837,19154f2c-2ba3-4058-8802-406666d2c1aa,1665,1671,1076,1082,1,1,1
5266,5266,5266,11837,b9e87022-275b-4b7a-9bc0-45f61da7d766,1144,1156,1074,1083,1,1,1
5267,5267,5267,11837,d84c31d0-8a50-4be8-8d09-4ea6136902e2,1905,1920,1072,1084,1,1,1
5268,5268,5268,11837,650af507-f488-42b0-baca-866561fac084,569,572,1073,1076,1,1,1
5269,5269,5269,11837,b37a1aea-844b-4a6d-9735-007160aa47ba,790,805,1066,1087,1,1,1
5270,5270,5270,11837,650af507-f488-42b0-baca-866561fac084,1914,1923,1068,1080,1,1,1
5271,5271,5271,11837,650af507-f488-42b0-baca-866561fac084,1210,1261,1064,1088,1,1,1
5272,5272,5272,11837,650af507-f488-42b0-baca-866561fac084,811,823,1068,1080,1,1,1
5273,5273,5273,11837,650af507-f488-42b0-baca-866561fac084,1301,1322,1060,1090,1,1,1
5274,5274,5274,11837,650af507-f488-42b0-baca-866561fac084,1269,1299,1058,1091,1,1,1
5275,5275,5275,11837,650af507-f488-42b0-baca-866561fac084,939,945,1067,1073,1,1,1
5276,5276,5276,11837,bdd49335-f65f-433c-b4e2-5bacaf4bf685,1600,1648,1054,1093,1,1,1
5277,5277,5277,11837,3f081011-e144-4f4c-be3d-2a65b0d27abc,963,1020,1050,1095,1,1,1
5278,5278,5278,11837,bedf1cec-87e2-40da-a5f4-afcf24bf8a2f,1601,1613,1058,1073,1,1,1
5279,5279,5279,11837,2c49a692-da12-4bec-8b5a-000e75188804,882,897,1055,1061,1,1,1
5280,5280,5280,11837,80e429eb-591f-4e11-ac15-8e19f4673f56,874,892,1050,1071,1,1,1
5281,5281,5281,11837,80e429eb-591f-4e11-ac15-8e19f4673f56,1894,1933,1044,1080,1,1,1
5282,5282,5282,11837,80e429eb-591f-4e11-ac15-8e19f4673f56,917,920,1040,1043,1,1,1
5283,5283,5283,11837,80e429eb-591f-4e11-ac15-8e19f4673f56,1904,1916,1027,1045,1,1,1
5284,5284,5284,11837,80e429eb-591f-4e11-ac15-8e19f4673f56,-2,4,1026,1032,1,1,0
5285,5285,5285,11837,80e429eb-591f-4e11-ac15-8e19f4673f56,-8,16,951,975,1,1,0
5286,5286,5286,11837,6b8e04e7-33fc-4ec3-9ebb-327be90641a7,-4,8,920,941,1,1,0
5287,5287,5287,11837,cd04a7f2-4e87-4715-9668-18edaa737e70,-4,8,893,914,1,1,0
5288,5288,5288,11837,35592a67-f428-41c2-9443-e6f1a0237e51,-1,14,892,904,1,1,0
5289,5289,5289,11837,35592a67-f428-41c2-9443-e6f1a0237e51,1850,1859,832,847,1,1,1
5290,5290,5290,11837,35592a67-f428-41c2-9443-e6f1a0237e51,1910,1925,816,828,1,1,1
5291,5291,5291,11837,35592a67-f428-41c2-9443-e6f1a0237e51,1836,1839,806,812,1,1,1
5292,5292,5292,11837,35592a67-f428-41c2-9443-e6f1a0237e51,1869,1872,785,788,1,1,1
5293,5293,5293,11837,35592a67-f428-41c2-9443-e6f1a0237e51,1885,1888,781,784,1,1,1
5294,5294,5294,11837,4898260a-538e-4be5-9e35-9c091c8b62ff,1873,1876,777,780,1,1,1
5295,5295,5295,11837,2d3daa44-c126-4b91-8a5b-7a30ad8ca8d6,1880,1940,754,817,1,1,1
5296,5296,5296,11837,05d2aef0-6397-4cb1-809b-a3860c88066a,1853,1856,765,768,1,1,1
5297,5297,5297,11837,b0f26645-772b-42a8-b708-5cf06f1f79ff,1844,1847,763,769,1,1,1
5298,5298,5298,11837,e5183419-0dff-419d-af22-cd34a799d0f4,-3,6,761,770,1,1,0
5299,5299,5299,11837,05d2aef0-6397-4cb1-809b-a3860c88066a,1894,1933,752,785,1,1,1
5300,5300,5300,11837,05d2aef0-6397-4cb1-809b-a3860c88066a,1825,1846,752,764,1,1,1
5301,5301,5301,11837,05d2aef0-6397-4cb1-809b-a3860c88066a,-3,6,753,762,1,1,0
5302,5302,5302,11837,05d2aef0-6397-4cb1-809b-a3860c88066a,1903,1924,748,760,1,1,1
5303,5303,5303,11837,05d2aef0-6397-4cb1-809b-a3860c88066a,1796,1967,688,835,1,1,1
5304,5304,5304,11837,05d2aef0-6397-4cb1-809b-a3860c88066a,1877,1886,731,743,1,1,1
5305,5305,5305,11837,05d2aef0-6397-4cb1-809b-a3860c88066a,1889,1892,732,735,1,1,1
5306,5306,5306,11837,05d2aef0-6397-4cb1-809b-a3860c88066a,14,32,705,738,1,1,1
5307,5307,5307,11837,05d2aef0-6397-4cb1-809b-a3860c88066a,29,41,703,712,1,1,1
5308,5308,5308,11837,05d2aef0-6397-4cb1-809b-a3860c88066a,1884,1905,679,691,1,1,1
5309,5309,5309,11837,05d2aef0-6397-4cb1-809b-a3860c88066a,47,53,657,666,1,1,1
5310,5310,5310,11837,05d2aef0-6397-4cb1-809b-a3860c88066a,52,64,571,589,1,1,1
5311,5311,5311,11837,545b0101-4c2f-4c18-86e2-101446cb89e5,32,35,572,575,1,1,1
5312,5312,5312,11837,643704e4-509d-4062-87c4-8686a34eedb1,3,21,564,576,1,1,1
5313,5313,5313,11837,822d2115-9f07-492a-9e0f-d8130e8ea9dd,-8,16,464,488,1,1,0
5314,5314,5314,11837,f9673b7e-6cf9-4dab-ae28-899d3d5fa1d5,-2,4,441,450,1,1,0
5315,5315,5315,11837,842e601d-48d1-40fa-8771-81eaad261502,1899,1902,437,440,1,1,1
5316,5316,5316,11837,ba6362b9-bf94-470a-bf31-9a96b2d9e5e6,1898,1919,359,374,1,1,1
5317,5317,5317,11837,c60dfd74-32cd-4fc8-b97d-1eb2d100b84f,8,11,360,363,1,1,1
5318,5318,5318,11837,c60dfd74-32cd-4fc8-b97d-1eb2d100b84f,1912,1924,354,369,1,1,1
5319,5319,5319,11837,c60dfd74-32cd-4fc8-b97d-1eb2d100b84f,1876,1888,351,369,1,1,1
5320,5320,5320,11837,c60dfd74-32cd-4fc8-b97d-1eb2d100b84f,-6,12,352,364,1,1,0
5321,5321,5321,11837,c60dfd74-32cd-4fc8-b97d-1eb2d100b84f,1867,1933,336,372,1,1,1
5322,5322,5322,11837,c60dfd74-32cd-4fc8-b97d-1eb2d100b84f,15,33,332,344,1,1,1
5323,5323,5323,11837,c60dfd74-32cd-4fc8-b97d-1eb2d100b84f,25,28,328,331,1,1,1
5324,5324,5324,11837,7e7a48d3-2cb2-4d6e-89da-d1b1509434fc,-7,14,169,190,1,1,0
5325,5325,5325,11837,ec517e4f-9d53-4d73-a65d-5d53662079e4,101,104,145,148,1,1,1
5326,5326,5326,11837,bbdf6bf6-010f-4c98-aa0a-89ee6724e30a,57,60,137,140,1,1,1
5327,5327,5327,11837,ca7645c7-f18d-4a14-b115-30c587bb48c3,59,65,126,132,1,1,1
5328,5328,5328,11837,8ac05b8e-6f98-4f6e-b886-6f5c479dfebb,1914,1923,96,108,1,1,1
5329,5329,5329,11837,3df6e2bf-8e51-4387-a3cf-fbf861df0735,42,69,49,70,1,1,1
5330,5330,5330,11837,ba3f4fda-bcde-4c33-ab9a-bd92cd55e4e4,1861,1873,46,55,1,1,1
5331,5331,5331,11837,ae82711a-3a41-4d63-8b6c-fe776ce32a4c,1882,1939,17,92,1,1,1
5332,5332,5332,11837,d84724db-880d-406b-adbc-41325bbf30c8,1869,1872,40,43,1,1,1
5333,5333,5333,11837,e63fa718-bb74-4a89-ab73-2f4839ccb761,1888,1900,23,53,1,1,1
5334,5334,5334,11837,d84724db-880d-406b-adbc-41325bbf30c8,1880,1940,15,51,1,1,1
5335,5335,5335,11837,d84724db-880d-406b-adbc-41325bbf30c8,1892,1898,24,27,1,1,1
5336,5336,5336,11837,d84724db-880d-406b-adbc-41325bbf30c8,435,441,23,29,1,1,1
5337,5337,5337,11837,d84724db-880d-406b-adbc-41325bbf30c8,1779,1785,22,28,1,1,1
5338,5338,5338,11837,d84724db-880d-406b-adbc-41325bbf30c8,1574,1583,16,25,1,1,1
5339,5339,5339,11837,d84724db-880d-406b-adbc-41325bbf30c8,1899,1914,11,26,1,1,1
5340,5340,5340,11837,a625a245-b032-4b5d-8ad7-ed747d306e76,1577,1580,11,17,1,1,1
5341,5341,5341,11837,6371236d-0909-4108-bd76-0e34b9513b27,1589,1643,-10,50,1,1,0
5342,5342,5342,11837,da4d84a5-0ca1-4610-93ee-4658805b965a,403,409,8,14,1,1,1
5343,5343,5343,11837,5b6f383a-60f9-4aca-be68-a3004c438f34,407,437,2,20,1,1,1
5344,5344,5344,11837,48373b35-389a-4c7e-a4a1-e8f2705b844c,383,401,1,22,1,1,1
5345,5345,5345,11837,2e2e0ba7-f41d-4349-a079-94e0c0ffadcd,44,47,5,8,1,1,1
5346,5346,5346,11837,9ec9820f-c62d-4d5d-a75c-3698b86fe9ca,1660,1672,-5,10,1,1,0
5347,5347,5347,11837,acd67f45-5a85-4aca-9f14-ecb09a1fc1c2,1617,1638,-4,8,1,1,0
5348,5348,5348,11837,da4d84a5-0ca1-4610-93ee-4658805b965a,1551,1650,-19,38,1,1,0
5349,5349,5349,11837,da4d84a5-0ca1-4610-93ee-4658805b965a,1313,1358,-8,16,1,1,0
5350,5350,5350,11837,c624a15c-802b-4d72-97d8-64a4de3420e2,636,660,-7,14,1,1,0
5351,5351,5351,11837,572d519d-f58f-429a-9abd-92ae466ebc84,411,417,-2,4,1,1,0
5352,5352,5352,11837,2e2e0ba7-f41d-4349-a079-94e0c0ffadcd,392,416,-4,8,1,1,0
5353,5353,5353,11837,5d084bf4-e26e-4159-9fa3-7008b41b9d36,385,394,-2,4,1,1,0
5354,5354,5354,11837,5d084bf4-e26e-4159-9fa3-7008b41b9d36,378,387,-4,8,1,1,0
5355,5355,5355,11837,ac2e112c-a1cc-45fe-ae51-e8b8d2b14b5d,-1920,3840,-1080,2160,1,1,1
5356,5356,5356,12117,6a5f67d5-cfdc-4e8d-be36-5b03b8160aa7,816,825,1076,1082,1,1,1
5357,5357,5357,12117,d43aa333-fd4f-477a-b662-bd1ef3ec5f6b,758,767,1076,1082,1,1,1
5358,5358,5358,12117,72821ad4-5a10-4a4f-8cc2-bf5c19d40063,1620,1638,1072,1084,1,1,1
5359,5359,5359,12117,c87d9430-c230-4156-ada1-35eee3cd071f,793,802,1066,1087,1,1,1
5360,5360,5360,12117,88632ef5-61db-4ab2-ac60-8fd0ac08002b,116,128,1066,1087,1,1,1
5361,5361,5361,12117,51119ccb-0d97-4a45-a81b-b1d21770571b,1904,1928,1064,1088,1,1,1
5362,5362,5362,12117,f3bf118f-128c-4e2e-810a-1ee216bc31e7,1586,1619,1062,1089,1,1,1
5363,5363,5363,12117,88632ef5-61db-4ab2-ac60-8fd0ac08002b,790,799,1066,1075,1,1,1
5364,5364,5364,12117,88632ef5-61db-4ab2-ac60-8fd0ac08002b,1685,1715,1056,1092,1,1,1
5365,5365,5365,12117,88632ef5-61db-4ab2-ac60-8fd0ac08002b,923,944,1061,1082,1,1,1
5366,5366,5366,12117,88632ef5-61db-4ab2-ac60-8fd0ac08002b,119,125,1063,1069,1,1,1
5367,5367,5367,12117,88632ef5-61db-4ab2-ac60-8fd0ac08002b,1579,1606,1055,1076,1,1,1
5368,5368,5368,12117,eeb0ecd0-98df-4037-a436-9078710e0797,1887,1893,1058,1067,1,1,1
5369,5369,5369,12117,eeb0ecd0-98df-4037-a436-9078710e0797,1273,1285,1056,1068,1,1,1
5370,5370,5370,12117,eeb0ecd0-98df-4037-a436-9078710e0797,1758,1785,1048,1069,1,1,1
5371,5371,5371,12117,6e5eb0e9-ce58-43b2-b901-d31d17f7e6c8,1742,1763,1047,1062,1,1,1
5372,5372,5372,12117,6f7a649b-4635-489b-bb8c-fb3cab136d60,1912,1924,1040,1064,1,1,1
5373,5373,5373,12117,a6f85a49-b516-4fd5-a8a8-9727ce95e66d,8,32,1040,1064,1,1,1
5374,5374,5374,12117,bc4feb01-d19f-4376-b06b-316d35cb32b4,-7,14,1035,1074,1,1,0
5375,5375,5375,12117,bc4feb01-d19f-4376-b06b-316d35cb32b4,1900,1903,1044,1047,1,1,1
5376,5376,5376,12117,bc4feb01-d19f-4376-b06b-316d35cb32b4,3,9,1043,1049,1,1,1
5377,5377,5377,12117,bc4feb01-d19f-4376-b06b-316d35cb32b4,1849,1864,1034,1049,1,1,1
5378,5378,5378,12117,bc4feb01-d19f-4376-b06b-316d35cb32b4,1866,1893,1023,1065,1,1,1
5379,5379,5379,12117,bc4feb01-d19f-4376-b06b-316d35cb32b4,28,160,992,1124,1,1,1
5380,5380,5380,12117,bc4feb01-d19f-4376-b06b-316d35cb32b4,-19,38,996,1068,1,1,0
5381,5381,5381,12117,bc4feb01-d19f-4376-b06b-316d35cb32b4,96,99,987,993,1,1,1
5382,5382,5382,12117,bc4feb01-d19f-4376-b06b-316d35cb32b4,98,113,970,1021,1,1,1
5383,5383,5383,12117,bc4feb01-d19f-4376-b06b-316d35cb32b4,84,90,971,977,1,1,1
5384,5384,5384,12117,bc4feb01-d19f-4376-b06b-316d35cb32b4,110,119,963,978,1,1,1
5385,5385,5385,12117,bc4feb01-d19f-4376-b06b-316d35cb32b4,75,81,964,967,1,1,1
5386,5386,5386,12117,bc4feb01-d19f-4376-b06b-316d35cb32b4,62,68,964,967,1,1,1
5387,5387,5387,12117,40cb671a-a9c2-4200-89f3-475132d7245e,67,73,961,964,1,1,1
5388,5388,5388,12117,0c826772-b59f-417c-8d74-1a04c62599e0,-8,16,956,968,1,1,0
5389,5389,5389,12117,2bd101f9-3d94-44c7-a77e-5893d5fc14cf,1912,1924,921,939,1,1,1
5390,5390,5390,12117,7d4ca675-b320-47a9-8f95-d4fad409b0b2,-3,18,910,931,1,1,0
5391,5391,5391,12117,fa4bf01e-2a57-4e21-85a4-40d790494453,-3,6,914,923,1,1,0
5392,5392,5392,12117,7d4ca675-b320-47a9-8f95-d4fad409b0b2,1912,1924,904,928,1,1,1
5393,5393,5393,12117,7d4ca675-b320-47a9-8f95-d4fad409b0b2,-3,6,900,912,1,1,0
